	control_sample_32
PCDHGC5	2.092826417
DIAPH1	568.4116547
LOC100505658	105.8970167
HDAC3	174.9602884
RELL2	28.88100455
FCHSD1	185.8429858
ARAP3	138.1265435
PCDH1	23.02109058
LOC729080	1
KIAA0141	138.5451088
PCDH12	44.36792003
RNF14	865.5930059
GNPDA1	111.3383654
NDFIP1	424.8437626
SPRY4	1
SPRY4-IT1	1
LOC101926941	1
FGF1	1
LOC101926975	1
ARHGAP26	1628.637517
ARHGAP26-AS1	25.95104757
ARHGAP26-IT1	50.227834
NR3C1	2421.400164
HMHB1	1
YIPF5	214.7239903
KCTD16	1
PRELID2	14.64978492
GRXCR2	1
SH3RF2	2.092826417
PLAC8L1	2.5113917
LARS	815.7837372
RBM27	666.7744963
POU4F3	1
TCERG1	362.8961006
GPR151	2.5113917
PPP2R2B	44.78648531
PPP2R2B-IT1	1
STK32A	1
DPYSL3	1
JAKMIP2-AS1	3.348522266
JAKMIP2	95.4328846
SPINK1	1
SCGB3A2	1
C5orf46	1
SPINK5	1
SPINK14	1
SPINK6	1
LOC102546294	5.441348683
SPINK13	1
SPINK7	2.5113917
SPINK9	2.929956983
FBXO38	780.6242534
HTR4	1
ADRB2	230.2109058
SH3TC2	82.8759261
LOC255187	1
ABLIM3	29.29956983
AFAP1L1	5.859913966
GRPEL2	212.2125986
PCYOX1L	66.97044533
IL17B	1.674261133
MIR143HG	1
CSNK1A1	901.171055
ARHGEF37	57.7620091
PPARGC1B	57.7620091
MIR378A	1
PDE6A	1.674261133
LOC644762	1
SLC26A2	246.9535172
TIGD6	27.6253087
HMGXB3	224.3509919
CSF1R	221.0024696
PDGFRB	13.39408907
CDX1	1
SLC6A7	1
CAMK2A	1
ARSI	1
TCOF1	140.2193699
CD74	899.9153591
RPS14	1853.82564
LOC102546298	1
NDST1	149.0092409
SYNPO	6.27847925
MYOZ3	1.25569585
RBM22	179.1459413
DCTN4	363.3146659
SMIM3	77.8531427
IRGM	5.859913966
ZNF300	71.99322873
ZNF300P1	1.25569585
GPX3	41.43796305
TNIP1	584.3171355
ANXA6	2163.563949
CCDC69	546.2276947
GM2A	293.8328289
SLC36A3	2.092826417
SLC36A2	1
SLC36A1	177.0531148
FAT2	18.41687247
SPARC	248.6277783
CTB-113P19.1	1
ATOX1	43.53078946
LOC100652758	13.81265435
G3BP1	849.2689598
GLRA1	2.092826417
CTB-12O2.1	1
NMUR2	1
LINC01470	1
GRIA1	1
FAM114A2	130.1738031
MFAP3	444.5163309
GALNT10	442.0049392
MIR1294	1
SAP30L-AS1	61.52909665
SAP30L	371.6859716
HAND1	1
MIR1303	1
LARP1	424.006632
FAXDC2	884.8470089
MIR378H	1
CNOT8	631.1964472
GEMIN5	223.095296
MRPL22	39.34513663
KIF4B	1.674261133
SGCD	3.348522266
PPP1R2P3	1.25569585
TIMD4	9.208436233
HAVCR1	12.97552378
HAVCR2	161.5661994
MED7	73.24892458
FAM71B	1
ITK	1661.704175
CYFIP2	1189.9811
FNDC9	62.36622721
NIPAL4	20.92826417
ADAM19	547.4833906
SOX30	3.76708755
C5orf52	1
THG1L	18.83543775
LSM11	102.1299291
CLINT1	732.0706805
LOC101927697	1
EBF1	75.76031628
LOC101927740	3.348522266
RNF145	697.7483273
UBLCP1	185.8429858
IL12B	1
LOC285626	1.674261133
LOC285627	4.185652833
LOC101927766	1
ADRA1B	1
TTC1	229.3737753
PWWP2A	292.1585678
FABP6	1.674261133
CCNJL	105.0598861
C1QTNF2	1
ZBED8	14.64978492
SLU7	408.5197165
PTTG1	23.43965587
MIR3142	1
MIR146A	2.5113917
ATP10B	5.441348683
LOC285629	1
GABRB2	1
GABRA6	1
GABRA1	1
LINC01202	1
GABRG2	1
CCNG1	683.9356729
NUDCD2	33.90378795
HMMR	5.0227834
HMMR-AS1	1
MAT2B	1047.668904
LOC101927835	1
LOC102546299	1
CTB-7E3.1	1
TENM2	1
CTB-178M22.2	1
WWC1	2.5113917
RARS	229.7923405
FBLL1	1.25569585
PANK3	531.1593445
MIR103A1	1
SLIT3	1
LOC101927969	1
MIR218-2	1
LOC728095	1
MIR585	1
SPDL1	46.04218116
DOCK2	3716.441151
FAM196B	362.0589701
MIR378E	3.348522266
FOXI1	1
LINC01187	1
C5orf58	148.5906756
LCP2	817.4579983
LINC01366	2.929956983
KCNIP1	1
KCNMB1	4.185652833
CTD-2270F17.1	1
GABRP	1
RANBP17	11.71982793
TLX3	1
MIR3912	1
NPM1	1271.182765
FGF18	1
SMIM23	1
FBXW11	573.8530034
STK10	1185.795448
EFCAB9	1
UBTD2	52.32066041
LOC100288254	1
SH3PXD2B	3.76708755
NEURL1B	2.929956983
LOC101928093	1
DUSP1	814.5280413
ERGIC1	755.0917711
LOC100268168	2.5113917
RPL26L1	12.13839322
ATP6V0E1	692.7255439
SNORA74B	8.78987095
CREBRF	2224.255916
BNIP1	19.67256832
NKX2-5	1
STC2	1
LOC285593	2.929956983
BOD1	77.01601213
LINC01484	1
LINC01485	1
CPEB4	919.5879274
C5orf47	1
HMP19	1.674261133
LINC01411	1
MSX2	1
MIR4634	1
FLJ16171	1
DRD1	1
SFXN1	248.209213
HRH2	255.3248228
CPLX2	5.859913966
THOC3	60.2734008
LOC100996385	1.25569585
FAM153B	5.441348683
LOC100507387	12.5569585
LOC643201	3.348522266
SIMC1	50.64639928
KIAA1191	257.4176492
ARL10	34.32235323
MIR1271	1
NOP16	41.01939776
HIGD2A	190.4472039
CLTB	123.0581933
FAF2	282.9501315
RNF44	102.5484944
CDHR2	13.81265435
GPRIN1	3.76708755
SNCB	1
MIR4281	1
EIF4E1B	1
TSPAN17	177.8902454
LINC01574	1
UNC5A	23.43965587
HK3	602.3154427
UIMC1	504.3711664
ZNF346	94.17718875
FGFR4	1.25569585
NSD1	1634.497431
RAB24	336.9450531
PRELID1	139.8008046
MXD3	93.75862346
LMAN2	447.8648531
RGS14	556.2732615
SLC34A1	1
PFN3	1
F12	10.88269737
GRK6	960.1887599
PRR7-AS1	59.85483551
PRR7	21.34682945
DBN1	44.78648531
PDLIM7	76.17888156
DOK3	184.5872899
DDX41	211.7940334
FAM193B	199.2370749
TMED9	161.1476341
B4GALT7	53.15779098
LOC202181	87.8987095
FAM153A	5.0227834
LOC728554	100.455668
PROP1	1
FAM153C	2.5113917
N4BP3	39.34513663
RMND5B	99.61853743
NHP2	112.1754959
GMCL1P1	1
HNRNPAB	248.6277783
PHYKPL	309.3197444
COL23A1	1
CLK4	476.3272924
ZNF354A	71.99322873
AACSP1	1
ZNF354B	83.29449138
ZFP2	7.5341751
ZNF454	1
GRM6	1
ZNF879	63.20335778
ZNF354C	97.10714573
ADAMTS2	1.674261133
RUFY1	554.5990004
LOC101928445	13.39408907
HNRNPH1	3177.329066
C5orf60	1
CBY3	9.208436233
CANX	2494.230523
MAML1	252.8134311
LTC4S	6.27847925
MGAT4B	186.2615511
SQSTM1	1603.105035
C5orf45	16.32404605
TBC1D9B	300.5298734
RNF130	1119.243568
MIR340	1.674261133
RASGEF1C	1
MAPK9	259.5104757
GFPT2	1.674261133
CNOT6	362.0589701
SCGB3A1	1.25569585
FLT4	20.92826417
OR2Y1	1
MGAT1	778.531427
HEIH	59.85483551
LINC00847	84.96875251
ZFP62	339.0378795
BTNL8	84.55018723
BTNL3	23.02109058
BTNL9	5.0227834
MIR8089	1
OR2V1	1
OR2V2	1
LOC102577426	1
TRIM7	21.34682945
MIR4638	1
TRIM41	143.1493269
GNB2L1	4803.455191
SNORD96A	11.71982793
SNORD95	3.348522266
CTC-338M12.4	8.78987095
TRIM52	138.9636741
TRIM52-AS1	52.32066041
LINC00266-3	1
LOC285766	1.25569585
DUSP22	493.0699037
IRF4	185.8429858
EXOC2	642.4977099
HUS1B	9.627001516
LOC101927691	1.674261133
LOC285768	1
FOXQ1	1
FOXF2	1
FOXCUT	1
FOXC1	1
GMDS	48.13500758
GMDS-AS1	39.76370191
LINC01600	1
MYLK4	11.30126265
WRNIP1	270.393173
SERPINB1	686.0284993
MIR4645	1.25569585
SERPINB9P1	41.85652833
LOC101927730	18.41687247
SERPINB9	478.8386841
SERPINB6	138.5451088
LINC01011	24.69535172
NQO2	213.8868598
HTATSF1P2	66.55188005
RIPK1	369.5931452
BPHL	19.67256832
TUBB2A	715.7466345
LOC100507194	1
TUBB2B	2.929956983
PSMG4	48.97213815
SLC22A23	186.6801164
PXDC1	8.78987095
FAM50B	28.46243927
PRPF4B	1099.989565
FAM217A	4.185652833
C6orf201	20.0911336
ECI2	78.69027326
LOC100507506	2.092826417
LOC102724096	1
KU-MEL-3	1
CDYL	472.1416396
RPP40	9.627001516
LOC100129461	5.859913966
PPP1R3G	3.76708755
LYRM4	35.57804908
MIR3691	1
FARS2	130.1738031
LOC101927972	7.5341751
LOC101927950	22.18396002
NRN1	1
F13A1	2974.324903
MIR5683	1
LY86-AS1	12.5569585
LY86	107.1527125
RREB1	222.6767307
SSR1	961.4444558
CAGE1	2.5113917
RIOK1	119.2911057
DSP	4.185652833
SNRNP48	177.4716801
BMP6	66.55188005
TXNDC5	1
PIP5K1P1	9.208436233
BLOC1S5	1.25569585
EEF1E1	13.81265435
SCARNA27	2.092826417
SLC35B3	180.8202024
LOC100506207	9.208436233
HULC	1
TFAP2A	1
TFAP2A-AS1	1
LINC00518	1
MIR5689	1
GCNT2	84.55018723
C6orf52	2.5113917
PAK1IP1	43.11222418
TMEM14C	93.75862346
TMEM14B	172.0303314
MAK	144.4050227
GCM2	1.25569585
SYCP2L	5.0227834
LOC101928191	1
ELOVL2	1
ELOVL2-AS1	1
SMIM13	99.61853743
ERVFRD-1	33.48522266
NEDD9	543.2977377
TMEM170B	429.866546
ADTRP	60.69196608
LOC101928253	1
HIVEP1	709.4681552
EDN1	10.46413208
PHACTR1	41.85652833
LOC100130357	29.29956983
TBC1D7	53.15779098
GFOD1	93.75862346
SIRT5	133.5223254
NOL7	153.1948937
RANBP9	449.5391143
MCUR1	132.6851948
RNF182	504.7897317
CD83	92.9214929
LINC01108	2.929956983
JARID2	958.5144988
JARID2-AS1	24.69535172
DTNBP1	82.03879553
MYLIP	627.4293597
MIR4639	1
GMPR	1456.607186
ATXN1	678.075759
STMND1	1
RBM24	1
CAP2	1
LOC101928491	1
FAM8A1	1164.448618
NUP153	1112.965088
KIF13A	598.5483551
NHLRC1	4.185652833
TPMT	72.8303593
KDM1B	195.051422
DEK	745.0462043
RNF144B	499.7669483
MIR548A1	1
LOC101928519	1
ID4	1
MBOAT1	309.3197444
E2F3	158.2176771
CDKAL1	279.6016093
LINC00581	1
SOX4	28.46243927
CASC15	1.674261133
NBAT1	1.674261133
PRL	1
HDGFL1	1
NRSN1	1
DCDC2	1.25569585
KAAG1	1
MRS2	158.6362424
GPLD1	43.11222418
ALDH5A1	567.5745242
KIAA0319	39.34513663
TDP2	379.638712
ACOT13	192.5400303
C6orf62	1758.81132
GMNN	15.90548077
C6orf229	23.02109058
FAM65B	7049.057936
CMAHP	201.3299013
LOC101928663	1.25569585
LRRC16A	95.4328846
SCGN	1
HIST1H2AA	1
HIST1H2APS1	1
SLC17A4	1
SLC17A1	1
SLC17A3	1.674261133
SLC17A2	1
TRIM38	904.9381425
HIST1H1A	1
HIST1H3A	28.88100455
HIST1H4A	24.27678643
HIST1H4B	95.85144988
HIST1H3B	46.87931173
HIST1H2AB	4.185652833
HIST1H2BB	10.46413208
HIST1H3C	33.90378795
HIST1H1C	1004.55668
HFE	33.06665738
HIST1H4C	190.0286386
HIST1H1T	4.604218116
HIST1H2BC	502.6969053
HIST1H2AC	819.1322594
HIST1H1E	934.6562776
HIST1H2BD	332.3408349
HIST1H2BE	56.50631325
HIST1H4D	64.87761891
HIST1H3D	147.3349797
HIST1H2AD	1.25569585
HIST1H2BF	83.29449138
HIST1H4E	382.9872342
HIST1H2BG	130.5923684
HIST1H2AE	133.9408907
HIST1H3E	9.208436233
HIST1H1D	395.1256274
HIST1H4F	35.99661436
HIST1H3F	32.6480921
HIST1H2BH	98.78140686
HIST1H3G	20.0911336
HIST1H2BI	60.69196608
HIST1H4H	171.6117662
BTN3A2	1051.017426
BTN2A2	125.569585
BTN3A1	1460.374273
BTN2A3P	24.27678643
BTN3A3	527.392257
BTN2A1	440.7492433
LOC285819	13.39408907
BTN1A1	5.0227834
HCG11	120.1282363
HMGN4	613.6167053
ABT1	186.2615511
ZNF322	110.9198001
GUSBP2	12.97552378
LINC00240	1
LOC100270746	1
HIST1H2BJ	103.8041903
HIST1H2AG	149.0092409
HIST1H2BK	474.6530313
HIST1H4I	28.46243927
HIST1H2AH	22.6025253
MIR3143	1
PRSS16	1
POM121L2	1
VN1R10P	1
ZNF204P	66.97044533
ZNF391	3.348522266
ZNF184	131.8480642
LINC01012	7.115609816
LOC100131289	1
HIST1H2BL	21.76539473
HIST1H2AI	60.2734008
HIST1H3H	259.5104757
HIST1H2AJ	12.97552378
HIST1H2BM	19.67256832
HIST1H4J	7.952740383
HIST1H4K	12.13839322
HIST1H2AK	27.6253087
HIST1H2BN	54.83205211
HIST1H2AL	32.22952682
HIST1H1B	106.315582
HIST1H3I	74.50462043
HIST1H4L	26.36961285
HIST1H3J	14.64978492
HIST1H2AM	75.76031628
HIST1H2BO	31.81096153
OR2B2	4.604218116
OR2B6	2.929956983
ZNF165	8.78987095
ZSCAN12P1	5.859913966
ZSCAN16-AS1	17.5797419
ZSCAN16	56.08774796
ZKSCAN8	404.3340637
ZNF192P1	5.441348683
TOB2P1	1
ZSCAN9	42.6936589
ZKSCAN4	115.1054529
NKAPL	7.115609816
ZSCAN26	102.1299291
PGBD1	13.39408907
ZSCAN31	5.859913966
ZKSCAN3	41.85652833
ZSCAN12	129.3366725
ZSCAN23	17.16117662
GPX6	1
GPX5	1
ZBED9	1
LOC401242	1
HCG14	5.0227834
TRIM27	547.0648253
LINC01556	1
ZNF311	3.76708755
LOC100129636	1
OR2W1	1
OR2B3	1
OR2J3	1
OR2J2	1
OR14J1	1
OR5V1	1
OR12D3	1
OR12D2	1
OR11A1	1
OR10C1	1
OR2H1	1
MAS1L	1
LINC01015	1
UBD	1
SNORD32B	1
OR2H2	2.092826417
GABBR1	95.01431931
MOG	1
ZFP57	1
HLA-F	1313.457859
HLA-F-AS1	72.41179401
IFITM4P	2.929956983
HCG4	1.25569585
LOC554223	1
HLA-G	5.859913966
HLA-H	78.69027326
HCG4B	13.81265435
HLA-A	14088.48887
HCG9	1.674261133
ZNRD1-AS1	37.6708755
HLA-J	11.71982793
HCG8	9.208436233
ZNRD1	114.6868876
PPP1R11	107.9898431
RNF39	10.0455668
TRIM31	1.25569585
TRIM31-AS1	1
TRIM40	5.0227834
TRIM10	332.3408349
TRIM15	1
TRIM26	177.8902454
HCG17	2.092826417
HLA-L	84.13162195
HCG18	593.1070065
TRIM39	101.7113638
RPP21	1
HLA-E	14536.77229
GNL1	201.7484666
PRR3	35.99661436
ABCF1	262.0218674
PPP1R10	231.0480364
MRPS18B	193.7957262
ATAT1	18.41687247
C6orf136	25.53248228
DHX16	341.9678365
PPP1R18	508.1382539
NRM	35.1594838
MDC1	63.20335778
TUBB	878.987095
FLOT1	293.8328289
IER3	20.0911336
LINC00243	30.1367004
DDR1	19.25400303
GTF2H4	33.06665738
VARS2	74.08605515
SFTA2	1
DPCR1	1.25569585
MUC21	1
MUC22	1
HCG22	1.25569585
C6orf15	1
PSORS1C1	1
CDSN	1
PSORS1C2	1
CCHCR1	50.64639928
TCF19	47.7164423
POU5F1	1
PSORS1C3	4.185652833
HCG27	396.3813233
HLA-C	5815.546046
HLA-B	13572.39788
MICA	93.34005818
HCP5	926.284972
HCG26	91.66579705
MICB	102.5484944
MCCD1	2.5113917
DDX39B	1
SNORD117	1
SNORD84	6.27847925
ATP6V1G2	6.27847925
NFKBIL1	26.78817813
LTA	12.13839322
TNF	22.18396002
LTB	945.538975
LST1	498.9298177
NCR3	66.55188005
AIF1	255.7433881
PRRC2A	200.0742054
SNORA38	1
MIR6832	1
BAG6	655.0546684
APOM	23.02109058
C6orf47	255.7433881
GPANK1	75.341751
CSNK2B	77.8531427
LY6G5B	7.952740383
LY6G5C	2.092826417
ABHD16A	332.7594002
MIR4646	1
LY6G6F	50.64639928
LY6G6E	6.697044533
LY6G6D	1
LY6G6C	1.25569585
C6orf25	19.67256832
DDAH2	76.59744685
CLIC1	1219.28067
MSH5	1
MSH5-SAPCD1	1
VWA7	2.929956983
VARS	163.2404605
LSM2	14.64978492
HSPA1L	51.90209513
HSPA1A	461.2589422
HSPA1B	91.66579705
C6orf48	226.8623836
SNORD48	1
SNORD52	3.348522266
NEU1	167.4261133
SLC44A4	15.0683502
EHMT2	153.613459
C2	14.64978492
ZBTB12	4.185652833
C2-AS1	1
CFB	14.64978492
NELFE	182.9130288
SKIV2L	269.9746077
DXO	34.32235323
STK19	38.92657135
CYP21A2	1
TNXB	16.32404605
ATF6B	141.4750658
FKBPL	14.23121963
PRRT1	1
LOC100507547	1
PPT2	8.371305666
PPT2-EGFL8	1
EGFL8	1
AGPAT1	26.36961285
RNF5P1	8.78987095
AGER	56.50631325
PBX2	579.2943521
GPSM3	201.3299013
NOTCH4	18.41687247
C6orf10	11.30126265
HCG23	1.674261133
BTNL2	2.5113917
HLA-DRA	2523.111528
HLA-DRB5	81.62023025
HLA-DRB6	50.64639928
HLA-DRB1	868.1043976
HLA-DQA1	246.1163866
HLA-DQB1	148.5906756
HLA-DQA2	164.9147216
HLA-DQB2	25.113917
HLA-DOB	182.0758982
TAP2	896.9854021
PSMB8	645.4276669
PSMB8-AS1	227.2809488
TAP1	1156.914443
PSMB9	531.9964751
LOC100294145	89.57297063
HLA-DMB	627.0107944
HLA-DMA	311.8311361
BRD2	684.3542382
HLA-DOA	353.6876644
HLA-DPA1	1775.135367
HLA-DPB1	814.9466066
HLA-DPB2	3.348522266
COL11A2	5.0227834
RXRB	132.2666295
SLC39A7	178.3088107
HSD17B8	32.6480921
MIR219A1	1
RING1	97.10714573
HCG25	5.859913966
VPS52	133.1037601
RPS18	1717.791923
B3GALT4	137.2894129
WDR46	251.13917
PFDN6	30.97383097
RGL2	451.2133754
TAPBP	525.7179958
ZBTB22	115.5240182
DAXX	73.66748986
KIFC1	5.441348683
PHF1	205.5155541
CUTA	156.543416
SYNGAP1	25.95104757
ZBTB9	46.04218116
BAK1	145.2421533
GGNBP1	1.25569585
LINC00336	1.25569585
ITPR3	303.8783957
UQCC2	43.11222418
MIR3934	3.348522266
IP6K3	1
LEMD2	282.9501315
MLN	1
LINC01016	1.25569585
MIR1275	1
GRM4	1.25569585
HMGA1	79.52740383
MIR6835	1
C6orf1	25.95104757
NUDT3	12.13839322
RPS10	2.092826417
PACSIN1	4.604218116
SPDEF	1.674261133
C6orf106	678.9128895
SNRPC	63.62192306
UHRF1BP1	225.1881224
TAF11	124.7324544
ANKS1A	137.7079782
TCP11	1
SCUBE3	70.73753288
ZNF76	85.3873178
DEF6	678.075759
PPARD	37.25231021
FANCE	33.06665738
RPL10A	2029.204493
MIR7111	1
TEAD3	4.185652833
TULP1	1
FKBP5	459.5846811
MIR5690	4.185652833
LOC285847	3.348522266
ARMC12	2.5113917
CLPSL2	1
CLPSL1	1
CLPS	1
LHFPL5	1
SRPK1	432.3779377
SLC26A8	20.92826417
MAPK14	1435.260356
MAPK13	165.7518522
BRPF3	90.4101012
PNPLA1	9.627001516
C6orf222	1
ETV7	14.64978492
PXT1	1
KCTD20	1231.837629
STK38	1901.123517
SRSF3	1071.527125
MIR3925	1
PANDAR	1
CDKN1A	66.13331476
RAB44	30.1367004
CPNE5	23.02109058
PPIL1	60.69196608
C6orf89	615.2909665
PI16	28.46243927
MTCH1	371.6859716
FGD2	236.0708198
PIM1	5741.878556
TMEM217	3.348522266
TBC1D22B	185.8429858
RNF8	95.01431931
CMTR1	556.2732615
CCDC167	22.18396002
LOC100505530	45.62361588
MIR4462	1
MDGA1	2.5113917
ZFAND3	299.6927429
BTBD9	362.8961006
GLO1	229.3737753
DNAH8	20.0911336
LOC100131047	1
GLP1R	1
SAYSD1	161.1476341
KCNK5	2.929956983
KCNK17	1.674261133
KCNK16	1
KIF6	1
DAAM2	11.71982793
LOC100505635	1
MOCS1	4.604218116
LINC00951	1
TDRG1	1
LRFN2	1
LOC101929555	1
UNC5CL	25.95104757
TSPO2	27.20674342
APOBEC2	64.87761891
OARD1	120.5468016
NFYA	575.5272646
ADCY10P1	159.8919382
TREML1	53.99492155
TREM2	1
TREML2	447.0277226
TREML3P	5.859913966
TREML4	28.04387398
TREML5P	3.348522266
TREM1	818.7136942
NCR2	1
LINC01276	1
FOXP4-AS1	2.5113917
FOXP4	5.441348683
MDFI	1
TFEB	146.0792839
PGC	1
FRS3	7.5341751
PRICKLE4	20.50969888
TOMM6	163.6590258
USP49	85.3873178
MED20	83.29449138
BYSL	83.29449138
CCND3	974.8385448
TAF8	191.2843345
C6orf132	2.092826417
GUCA1A	1
GUCA1B	16.32404605
MRPS10	227.2809488
TRERF1	290.0657413
UBR2	3546.922211
PRPH2	15.48691548
ATP6V0CP3	1
TBCC	243.1864296
GLTSCR1L	456.2361588
RPL7L1	183.7501594
C6orf226	5.859913966
PTCRA	51.90209513
CNPY3	280.8573051
GNMT	3.76708755
PEX6	180.8202024
PPP2R5D	51.48352985
MEA1	84.96875251
KLHDC3	180.4016371
RRP36	139.8008046
CUL7	68.64470646
MRPL2	26.78817813
KLC4	56.50631325
PTK7	7.952740383
SRF	89.57297063
CUL9	240.2564726
DNPH1	24.69535172
TTBK1	1.25569585
SLC22A7	1.25569585
CRIP3	6.697044533
ZNF318	250.7206047
ABCC10	141.4750658
MIR6780B	1.25569585
DLK2	9.627001516
TJAP1	55.66918268
LRRC73	1
YIPF3	305.1340915
POLR1C	104.6413208
XPO5	181.2387677
POLH	271.2303036
GTPBP2	213.8868598
MAD2L1BP	122.2210627
RSPH9	6.27847925
MRPS18A	64.87761891
VEGFA	25.113917
LINC01512	1
LOC101929705	1
C6orf223	1
MRPL14	52.7392257
TMEM63B	547.0648253
CAPN11	2.092826417
SLC29A1	15.48691548
HSP90AB1	1699.793616
SLC35B2	79.52740383
NFKBIE	135.1965865
TMEM151B	1
TCTE1	1.25569585
AARS2	125.1510197
SPATS1	1
CDC5L	610.2681831
MIR4642	2.929956983
SUPT3H	100.0371027
MIR586	1
RUNX2	225.1881224
CLIC5	35.1594838
ENPP4	212.2125986
ENPP5	43.94935475
RCAN2	1
LOC101926915	1
LOC101926898	1
CYP39A1	1
SLC25A27	7.5341751
TDRD6	14.23121963
PLA2G7	28.88100455
ANKRD66	1
MEP1A	1
ADGRF5	1
LOC101926962	1
ADGRF1	1
TNFRSF21	8.371305666
CD2AP	404.3340637
ADGRF2	1
ADGRF4	1
OPN5	1
PTCHD4	1
MUT	157.3805465
CENPQ	20.92826417
GLYATL3	1
C6orf141	1
RHAG	43.53078946
CRISP2	1.25569585
CRISP3	10.0455668
PGK2	1
LOC101927020	1
LOC101927048	1
CRISP1	1
DEFB133	1
DEFB114	1
DEFB113	1
DEFB110	1
DEFB112	1
TFAP2D	1
TFAP2B	1
PKHD1	1
LOC101927082	1
MIR206	1
LINCMD1	1
IL17A	1
IL17F	1
MCM3	353.2690991
PAQR8	173.7045926
EFHC1	126.4067156
TRAM2	95.01431931
TRAM2-AS1	7.952740383
LOC730101	4.185652833
TMEM14A	22.18396002
GSTA7P	1
GSTA2	1
GSTA1	1
GSTA5	1
GSTA3	1
GSTA4	5.441348683
ICK	137.7079782
FBXO9	1382.939696
GCM1	5.0227834
ELOVL5	1468.745579
MIR5685	4.185652833
RPS16P5	226.4438183
GCLC	328.9923127
LOC101927136	1
LINC01564	1
KLHL31	3.348522266
LRRC1	25.53248228
LOC101927189	1
MLIP-IT1	1
MLIP	1
TINAG	1
FAM83B	1
HCRTR2	1
GFRAL	1
HMGCLL1	1.25569585
BMP5	1
COL21A1	1
RNU6-71P	1
DST	250.3020394
LOC101930010	1
BEND6	1
KIAA1586	174.1231579
ZNF451	1405.542221
LOC101927211	13.81265435
BAG2	39.76370191
RAB23	49.80926871
LOC100506188	1
PRIM2	122.2210627
MIR548U	2.929956983
GUSBP4	76.17888156
MTRNR2L9	1
KHDRBS2	29.71813512
LGSN	1.674261133
PTP4A1	236.4893851
PHF3	2645.332591
EYS	176.2159843
LOC441155	7.952740383
SLC25A51P1	1
LOC102723883	1
LOC101928280	1
LOC101928307	1
ADGRB3	3.348522266
LMBRD1	441.1678086
COL19A1	287.5543496
COL9A1	4.604218116
EVADR	1
FAM135A	190.8657692
SDHAF4	20.50969888
SMAP1	216.8168168
B3GAT2	1
OGFRL1	1122.173525
LINC00472	1.674261133
LOC102724000	1
RIMS1	1
KCNQ5	45.62361588
KCNQ5-IT1	31.81096153
MIR4282	1
KCNQ5-AS1	3.76708755
KHDC1L	1
KHDC1	7.952740383
DPPA5	1
KHDC3L	1
OOEP	1
DDX43	13.81265435
MB21D1	108.4084084
MTO1	210.9569028
EEF1A1	25663.49322
SLC17A5	138.1265435
LOC101928489	1
CD109	12.5569585
LOC101928516	1
COL12A1	1
COX7A2	88.73584006
TMEM30A	1667.982654
LOC100506804	17.99830718
FILIP1	3.76708755
LOC101928540	1
SENP6	1088.269737
MYO6	46.04218116
IMPG1	3.348522266
HTR1B	1
MEI4	1
IRAK1BP1	20.92826417
PHIP	2262.763922
HMGN3	179.1459413
HMGN3-AS1	19.25400303
LOC80078	1
LCA5	6.697044533
SH3BGRL2	689.3770216
C6orf7	1
ELOVL4	14.23121963
TTK	10.46413208
BCKDHB	112.5940612
FAM46A	472.1416396
LINC01526	1
IBTK	506.8825581
TPBG	3.76708755
UBE3D	41.43796305
DOPEY1	735.0006375
PGM3	242.349299
RWDD2A	20.92826417
ME1	12.97552378
PRSS35	9.627001516
SNAP91	1
RIPPLY2	1
CYB5R4	695.6555009
MRAP2	1
CEP162	152.3577631
LINC01611	1
LOC102724201	1
TBX18	1
NT5E	201.7484666
SNX14	470.8859437
SYNCRIP	1053.528818
SNHG5	150.2649367
SNORD50A	1.25569585
SNORD50B	7.5341751
HTR1E	1
CGA	1
ZNF292	1965.164005
GJB7	14.23121963
SMIM8	95.01431931
C6orf163	38.92657135
LINC01590	28.88100455
C6orf165	1
SLC35A1	208.8640764
RARS2	185.8429858
ORC3	177.8902454
AKIRIN2	123.0581933
LOC101928911	1
SPACA1	1
CNR1	11.71982793
LOC101928936	1
RNGTT	419.4024139
PNRC1	1495.952323
SRSF12	20.0911336
PM20D2	177.4716801
GABRR1	1
GABRR2	12.13839322
UBE2J1	928.3777984
RRAGD	165.7518522
ANKRD6	44.78648531
LYRM2	105.8970167
LOC101929057	20.50969888
MDN1	1287.925377
CASP8AP2	571.3416117
GJA10	1
BACH2	439.9121128
MIR4464	1
MAP3K7	609.4310525
CASC6	1
EPHA7	1
TSG1	1
MANEA-AS1	74.92318571
MANEA	190.4472039
FUT9	1
UFL1	397.6370191
FHL5	1
GPR63	11.30126265
NDUFAF4	52.7392257
KLHL32	28.46243927
MIR548H3	1
MMS22L	186.6801164
LOC101927314	1
MIR2113	1
POU3F2	1
FBXL4	505.208297
FAXC	1
COQ3	6.697044533
PNISR	1634.078866
LOC101927365	35.57804908
USP45	204.2598583
TSTD3	29.29956983
CCNC	236.9079504
PRDM13	1
MCHR2	1
MCHR2-AS1	1
SIM1	1
ASCC3	1138.497571
GRIK2	1
HACE1	149.0092409
LINC00577	1
LIN28B	1
BVES	1
BVES-AS1	1
POPDC3	1
PREP	125.569585
PRDM1	193.7957262
ATG5	236.0708198
AIM1	1511.857803
RTN4IP1	54.41348683
QRSL1	163.6590258
LOC100422737	1
C6orf203	35.1594838
BEND3	5.441348683
PDSS2	46.46074645
SOBP	3.348522266
SCML4	421.9138056
